idfamilletissus;dateentree;datefacturation;idcategorietissus;idclassematierepremiere;idutilisationwms;numerobc;numerobl;numerofacture;idfournisseur;idclient;modele;saison;designation;reftissu;composition;couleur;laize;qtecommande;idunitemesurematierepremiere;qterecu;tauxecart;nbrouleau;nblot;prixunitaire;idunitemonetaire;resterecevoir;fret;commentaire;etat
1;20/10/2021;20/10/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;100;COMMUN;E22;ANELA;C427WM-1000;100% COTTON;BLANC;146;3376.6;1;3376.6;0;1;1;1.95;1;0;NULL;NEANT;0
1;26/08/2022;26/08/2022;1;1;1;Non-référencé;Non-référencé;Non-référencé;1;100;COMMUN;E23;APREECA;O-1000;100% COTTON ORG;BLANC LUMINEUX;156/157/160;1266.22;1;1266.22;0;1;1;4.98;2;0;NULL;NEANT;0
1;19/05/2022;19/05/2022;3;1;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;COMMUN;E23;BEMINARAX;BEMINARAX-B;100% COTTON;SANS COLORIS;155/158;5124.2;1;5124.2;0;1;1;2.3;2;0;NULL;NEANT;0
1;08/12/2021;08/12/2021;3;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;BINGOLA;C427 F1113;100% COTTON;SANS COLORIS;150;4633;1;4633;0;1;1;2.3;1;0;NULL;NEANT;0
1;01/09/2020;01/09/2020;2;1;1;Non-référencé;Non-référencé;Non-référencé;1;2;COMMUN;E22;EXOTICA;1000;100% COTTON;BLANC;132;206.8;1;206.8;0;1;1;2.91;2;0;NULL;CHECK LAIZE;0
1;01/06/2020;01/06/2020;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E23;FALOGERO;E100 PCF-1113;100% COTTON;BLANC;146;881.9;1;881.9;0;1;1;2.4;1;0;NULL;NEANT;0
1;23/03/2023;04/04/2022;2;1;1;Non-référencé;Non-référencé;Non-référencé;1;100;COMMUN;E23;GORCELLA;B 1000;100% COTTON;BLANC LUMINEUX;142/145;6932.1;1;6932.1;0;1;1;3.03;2;0;NULL;NEANT EMP E20/E51;0
1;10/11/2021;10/11/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;100;COMMUN;E22;HANCE;C427 W-1000;100% COTTON;BLANC;136;278.9;1;278.9;0;1;1;3.35;1;0;NULL;NEANT;0
1;28/05/2022;28/05/2022;1;1;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;COMMUN;E22;HELGICAX;O 1000;100% COTTON ORG;BLANC LUMINEUX;160;207.8;1;207.8;0;1;1;2.1;2;0;NULL;NEANT;0
1;28/05/2022;28/05/2022;1;1;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;COMMUN;E22;HELMORAX;O 1000;100% COTTON ORG;BLANC LUMINEUX;161;1326;1;1326;0;1;1;2.1;2;0;NULL;NEANT;0
1;25/02/2022;25/02/2022;3;1;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;COMMUN;E22;HINRAX;HINRAX-B;100% COTTON;SANS COLORIS;158/161;292.27;1;292.27;0;1;1;2.4;2;0;NULL;NEANT;0
1;16/05/2022;16/05/2022;1;1;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;COMMUN;H22;HIPPIA;10000 DOUBLE BLANCHISSEMENT;100% COTTON ORG;BLANC;157/160;1343.7;1;1311;0;1;1;3.5;2;0;NULL;NEANT;0
1;12/01/2021;12/01/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;7;COMMUN;E22;HISTORIA;L398R-77;Non-referencé;RAYE BLEU FONCE;157;97;1;97;0;1;1;3.2;1;0;NULL;NEANT;0
1;07/11/2022;07/11/2022;2;1;1;2070/LOI/2022;218919;F188760Z;1;100;COMMUN;E23;LANINA;B 10000 DOUBLE BLANCHIMENT;100% COTTON;BLANC;150/153;2092;1;2092;0;1;1;2.85;2;0;NULL; CHOIX A-B;0
1;24/11/2022;24/11/2022;1;1;1;Non-référencé;Non-référencé;Non-référencé;1;100;COMMUN;E23;LASMINA;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;150/153;7028.7;1;6773.2;0;1;1;3.1;2;0;NULL;neant EMP E41/E42;0
1;27/07/2021;27/07/2021;3;1;1;Non-référencé;Non-référencé;Non-référencé;1;6;COMMUN;E22;LASMINA;Non-référencé;100% COTTON;SANS COLORIS;149;317.8;1;317.8;0;1;1;2.8;2;0;NULL;NEANT;0
1;16/03/2023;16/03/2023;2;1;1;Non-référencé;Non-référencé;F193288Z;1;NULL;COMMUN;E22;LASMINA;B 10000 DOUBLE BLANCHIMENT;100% COTTON;BLANC;150/153;6149.64;1;6149.64;0;0;0;2.9;2;0;NULL;EMP: E10/E20;0
1;07/02/2022;07/02/2022;2;1;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;COMMUN;E23;LOVENAX;O 1000;100% COTTON ORG;BLANC LUMINEUX;150/153;38.5;1;38.5;0;1;1;1.8;2;0;NULL;NEANT;0
1;12/01/2021;12/01/2021;1;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;NAZA;E696 F1114;53% CO. 47% VIS;BLANC;144;15.1;1;15.1;0;1;1;2.4;1;0;NULL;NEANT;0
1;07/03/2023;07/03/2023;1;1;1;Non-référencé;Non-référencé;F192843Z;1;100;COMMUN;E23;NEW YORKA;O 1000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;151/154;142.8;1;142.8;0;0;0;4.25;2;0;NULL;NEANT;0
1;20/01/2021;20/01/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;93;COMMUN;E22;NORANO;B-C427 W1000;66% CO 34% VIS;BLANC LUMINEUX;152;462.5;1;462.5;0;1;1;3.7;1;0;NULL;NEANT;0
1;17/08/2020;17/08/2020;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;93;COMMUN;E22;ORNIC-WON;C817 W1000;100% COTTON;BLANC;140;312.5;1;312.5;0;0;1;2.95;1;0;NULL;NEANT;0
1;30/12/2021;30/12/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;34;2;COMMUN;E23;POLYCOTON #2 FABRIC;TC8020;80% POLY 20% CO;BLANC;145;11377.3;1;11377.3;0;1;1;1.04;2;0;NULL;NEANT;0
1;04/10/2022;04/01/2022;2;1;1;Non-référencé;Non-référencé;Non-référencé;48;93;COMMUN;E23;POLYCOTON #2 FABRIC;TC8020;80% POLY 20% CO;BLANC;147;1287.9;1;1287.9;0;1;1;3931.87;3;0;NULL;CLIENT: AIGLE DOR ;0
1;23/11/2021;23/11/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;1;100;COMMUN;E22;PREECE;RS62 W-1000;100% COTTON;BLANC;146;74.7;1;74.7;0;1;1;3.5;1;0;NULL;NEANT;0
1;01/10/2019;01/10/2019;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;TADEM;MOFLLI-H056R-47;41% MO 21% LI ...;FLUO ORANGE;160;978;1;978;0;1;1;3.55;1;0;NULL;NEANT;0
1;01/10/2019;01/10/2019;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;TADEM;MOFLLI-H056R-55;52%CO 46%VIS 1%POLYESTER METAL 1%POLYAM;FLUO ROSE;170;723.3;1;723.3;0;1;1;3.55;1;0;NULL;NEANT;0
1;10/08/2020;10/08/2020;3;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;H22;TALYA;XP64 F-1114;100% COTTON;SANS COLORIS;156;980.1;1;980.1;0;1;1;2.3;1;0;NULL;NEANT;0
1;01/10/2019;01/10/2019;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;TITON;EBFFLI-H056R-55;78% CO 15% LIN 7% POLY;CARREAUX VERT;160;1008;1;1008;0;1;1;3.41;1;0;NULL;NEANT;0
1;18/08/2020;18/08/2020;3;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;YASMINO;Non-référencé;Non-référencé;SANS COLORIS;150;386.86;1;386.86;0;1;1;1.8;1;0;NULL;NEANT;0
1;23/01/2023;23/01/2023;1;1;1;Non-référencé;Non-référencé;Non-référencé;1;100;COMMUN;E23;YINA;1000;100% COTTON;BLANC DOUX;148;129;1;129;0;1;1;1.59;1;0;NULL;NEANT;0
1;23/01/2023;23/01/2023;1;1;1;071/LOI/2023;221730;F191419Z;1;NULL;COMMUN;E23;YINA;O 1000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;148/155;243.1;1;243.1;0;1;1;3.75;2;0;NULL;NEANT;0
1;24/09/2021;24/09/2021;2;1;1;Non-référencé;Non-référencé;Non-référencé;1;6;COMMUN;E22;YVETAX;1000;100% COTTON;BLANC LUMINEUX;154;746.2;1;746.2;0;1;1;2.87;2;0;NULL;NEANT;0
1;27/10/2021;27/10/2021;3;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E23;ZINOLA;K278 PCF-1114;100% COTTON;SANS COLORIS;154;117.4;1;117.4;0;1;1;2.3;1;0;NULL;NEANT;0
1;21/02/2023;21/02/2023;1;2;1;346/LOI/2023;222312;F192404Z;1;100;GIGOTEUSE RAYE;H23;APREECO;O BL32 V1;100% COTTON ORG;BLANC/GRIS/BA;164/167;58.8;1;58.8;0;1;1;5.3;2;0;NULL;NEANT;0
1;08/12/2021;08/12/2021;3;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;H22;AMONG;C119 PCF-1113;100% COTTON;SANS COLORIS;148;856.2;1;856.2;0;1;1;2.3;1;0;NULL;NEANT;0
1;08/03/2023;08/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0032;94;32;TAMSIN 092;H23;AB CREATION;TWILL;90% VIS 10%WO;GRIS;135;81.3;1;81.3;0;1;1;6.85;1;0;NULL;NEANT;0
1;28/12/2022;28/12/2022;2;3;1;Non-référencé;Non-référencé;PROF 0708;94;32;CALUM/CARMEL;E23;ALBINI;Non-référencé;100% COTTON;RAYURE VERT;147;90.8;1;90.8;0;1;1;9.4;1;0;NULL;NEANT;0
1;24/03/2023;24/03/2023;2;3;1;Non-référencé;Non-référencé;Non-référencé;47;106;ROBE 17;H23;CARREAU;69054-T;100% VIS;GRIS;150;307.7;1;307.7;0;1;1;5.3;1;0;NULL;NEANT;0
1;29/11/2022;29/11/2022;2;3;1;Non-référencé;Non-référencé;PROF 0673;94;32;CORYSE/APPOLINE ;E23;LIBERTY ;015768011X;100% COTTON;520 MULTICO;142;523.22;1;523.22;0;1;1;10.95;1;0;NULL;NEANT;0
1;14/09/2022;14/09/2022;2;3;1;Non-référencé;Non-référencé;PROF 0464;94;32;TUIE;E23;LIBERTY;015768504X;100% COTTON;IMP FLEURIS ROUGE;142;64;1;64;100;1;1;10.95;1;0;NULL;NEANT;0
1;28/09/2022;28/09/2022;2;3;1;Non-référencé;Non-référencé;PROF O480;94;32;CALIPSO-CPL PANICE;E23;LIBERTY;MAY MORRIS M14601546852;100% COTTON;IMP FLEURIS JAUNE ;142;188.4;1;188.4;0;1;1;10.95;1;0;NULL;NEANT;0
1;15/03/2023;15/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0083;94;32;BLUEBELL/FELICIE;H23;LIBERTY;GALINA 015768051X;100% COTTON;IMP FLEURIS NOIR;133;1820.9;1;1820.9;0;1;1;11.71;1;0;NULL;NEANT;0
1;08/03/2023;08/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0032;94;32;CALIPSO 553-TIA;H23;LIBERTY;BURNHAM 015768067X;100% COTTON;IMP FLEURIS GRENAT;133;1.8;1;1.8;0;1;1;11.71;1;0;NULL;NEANT;0
1;08/03/2023;08/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0032;94;32;POMPON 560;H23;LIBERTY;MEADOW 015768531X;100% COTTON;IMP FLEURIS VIOLET;133;48.7;1;48.7;0;1;1;11.71;1;0;NULL;NEANT;0
1;08/03/2023;08/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0032;94;32;POLDIE 520;H23;LIBERTY;POPPY BELL 015768557X;100% COTTON;IMP FLEURIS ROSE;133;25.3;1;25.3;0;1;1;11.71;1;0;NULL;NEANT;0
1;14/09/2022;14/09/2022;2;3;1;Non-référencé;Non-référencé;PROF 0464;94;32;FALBALI;E23;LIN COTON LIZYBIZ;Non-référencé;70% LIN 30% CO;MULTICO FLEURIS;145;24.5;1;24.5;0;1;1;11.6;1;0;NULL;NEANT;0
1;15/03/2023;15/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0083;94;32;GLOBAL;E23;SIDOGRAS;6059 GOTS;100% COTTON;ECRU;137;1175.2;1;1175.2;0;0;0;2.58;1;0;NULL;EMP A50/A51;0
1;09/03/2023;09/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0032;94;32;GLOBAL;H23;SIDOGRAS;6060 GOTS;100% COTTON;BLANC;137;441.7;1;441.7;0;1;1;2.58;1;0;NULL;NEANT;0
1;21/03/2023;21/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0097;94;32;CALIPSO/DONATELLE;H23;SIDOGRAS;6059 GOTS;100% COTTON;MARRON ;137;73.43;1;73.43;0;1;1;4.26;1;0;NULL;NEANT;0
1;15/03/2023;15/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0083;94;32;TIMBER;H23;SIDOGRAS;TWILL ;100% COTTON;MARRON;145;6.6;1;6.6;0;1;1;3.67;1;0;NULL;NEANT;0
1;10/11/2022;10/11/2022;2;3;1;Non-référencé;Non-référencé;PROF 0627;94;32;AMANTINE 860;H22;SOKTAS CARREAU;Non-référencé;100% COTTON;BEIGE;146;22;1;22;0;1;1;6.45;1;0;NULL;NEANT;0
1;21/03/2023;21/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0097;94;32;CALIPSO/DONATELLE;H23;SOKTAS CARREAU;TWILL;100% COTTON;CARREAU ROUGE VERT;146;74.1;1;74.1;0;1;1;6.45;1;0;NULL;NEANT;0
1;15/03/2023;15/03/2023;2;3;1;Non-référencé;Non-référencé;PROF 0083;94;32;PARIS;H23;SOKTAS RAYEE;POPELINE;100% COTTON;BLEU;146;16.7;1;16.7;0;1;1;7.5;1;0;NULL;NEANT;0
1;10/06/2022;10/06/2022;2;3;1;Non-référencé;Non-référencé;PROF 0314;94;32;TALLULAH 002;H22;THOMAS MASON ;TWILL;100% COTTON;ECRU;147;157.8;1;157.8;0;1;1;5.3;1;0;NULL;NEANT;0
1;28/12/2022;28/12/2022;2;3;1;Non-référencé;Non-référencé;PROF 0708;94;32;CALUM/CARMEL;E23;VOILE DRAGONI;Non-référencé;100% COTTON;BLANC;136;9.3;1;9.3;0;1;1;2.59;1;0;NULL;NEANT;0
1;13/04/2023;13/04/2023;2;3;1;Non-référencé;Non-référencé;PROF 0163;94;32;TALITHA;H23;CREPE NOTETESSILI;Non-référencé;75% VIS 25%WV;MARINE;153;11.6;1;11.6;0;1;1;14.7;1;0;NULL;SORTIE TOTAL;0
1;15/04/2023;15/04/2023;2;3;1;Non-référencé;Non-référencé;CF/2023/24/E003;94;32;TUIE 552 B/ AKI 552 B ;H23;TANALAWN;WIND FLOWER;100% COTTON;IMP PETIT FLEUR;136;4.8;1;4.8;0;0;0;4.5;1;0;NULL;NEANT;0
1;24/06/2022;24/06/2022;2;3;1;Non-référencé;Non-référencé;PROF 0323;94;32;CHARLOTTE/PANICE;H22;TULLE;PAILLETTE POIS;Non-référencé;ECRU;133;8.7;1;8.7;0;1;1;5.28;1;0;NULL;NEANT;0
1;10/10/2022;10/10/2022;2;2;1;2090/LOI/2022;MCV 22100296;MCV 22100296;38;NULL;A006/A007/A008;E23;ALIZE;18-0416 TCXOPT B;100% COTTON;KAKI;250;147;1;147;0;1;1;7.37;1;0;NULL;NEANT;0
1;26/09/2022;26/09/2022;2;2;1;1985/LOI/2022;MCV22090315;MCV22090315;38;NULL;A006/A007/A008;E23;ALIZE;Non-référencé;100% COTTON;LIGHT TAUPE;140;17;1;17;0;1;1;4.37;1;0;NULL;0;0
1;10/10/2022;10/10/2022;2;2;1;2019/LOI/2022;MCV22100079;MCV22100079;38;NULL;A006/A008;E23;ALIZE;19-3933 TCX OPT A;100% COTTON;MARINE;140;19.5;1;19.5;0;1;1;4.3;1;0;NULL;NEANT;0
1;20/10/2022;20/10/2022;2;2;1;2092/LOI/2022;MCV22100210;MCV22100210;38;NULL;A007;E23;ALIZE;Non-référencé;100% COTTON;ROUGE;250;148.7;1;148.7;0;1;1;6.3;1;0;NULL;NEANT;0
1;14/03/2023;14/03/2023;1;2;1;Non-référencé;223381;F193148Z;1;100;PRISM REMIX;H23;APREECO;O AT91V2;100% COTTON ORG;BLEU/BA;165/167;34.9;1;34.9;0;1;1;5.3;1;0;NULL;NEANT;0
1;13/03/2023;13/03/2023;1;2;1;080/LOI/2023;223275;F193042Z;1;100;PRISKA;H23;APREECO;O AR30 R4;100% COTTON ORG;ROSE/BNA;164/167;585.6;1;585.6;0;1;1;5.3;2;0;NULL;A SORTIR;0
1;20/03/2023;20/03/2023;1;2;1;072/LOI/2023;223381;F193414Z;1;100;POMPOM;H23;APREECO;O AT91V2;100% COTTON ORG;BLEU/BA;164/167;55.27;1;55.27;0;1;1;5.3;2;0;NULL;NEANT;0
1;11/04/2023;11/04/2023;2;2;1;Non-référencé;224412;F194234Z;1;10;POCHON;H23;BAVIERAX;B 1001;100% COTTON;BLANC NON AZURE;150/153;498.6;1;498.6;0;1;1;2.75;2;0;NULL;NEANT;0
1;27/03/2023;27/03/2023;2;2;1;2765/LOI/2022;223865;F193714Z;1;2;DERISION;H23;BAVIERE;B AW92V1;100% COTTON;MARINE-BEI/BNA;156;183.3;1;183.3;0;1;1;3.35;2;0;NULL;NEANT;0
1;09/05/2023;09/05/2023;2;2;1;010/LOI/2023;225503;F195342Z;1;29;TWS486546/TWS486372;H23;BEMINARA;B 30521R;100% COTTON;ASHLEY BLEU;149/152;20;1;20;0;1;1;3;2;0;NULL;NEANT;0
1;09/05/2023;08/05/2023;2;2;1;010REVISE/LOI/2023;225502;F195340Z;1;29;TWS486546/TWS486372;H23;BEMINARA;B 30521R;100% COTTON;ASHLEY BLEU;149/152;1487.3;1;1487.3;0;14;1;3;2;0;NULL;NEANT;0
1;28/03/2023;28/03/2023;2;2;1;010REVISE/LOI/2023;223905;F193756Z;1;29;TWS486544/486376;H23;BEMINARAX;B-1000;100% COTTON;BLANC LUMINEUX;155/158;1361.4;1;1361.4;0;1;1;5;2;0;NULL;NEANT;0
1;31/03/2023;31/03/2023;2;2;1;010REVISE/LOI/2023;224052;F193901Z;1;29;TWS486555/TWS486375;H23;BEMINARAX;B 30369R;100% COTTON;HEATHER ROSE;149/152;901.6;1;918.5;0;1;1;3;2;0;NULL;NEANT;0
1;28/03/2023;28/03/2023;2;2;1;012REVISE/LOI/2023;223905;F193756Z;1;NULL;TWS4863396;H23;BEMINARAX;B 30380R;100% COTTON;FEATHER GREY;149/152;766.9;1;768.17;0;1;1;3;2;0;NULL;NEANT;0
1;27/01/2023;27/01/2023;2;2;1;Non-référencé;Non-référencé;Non-référencé;48;NULL;AIGLE DOR;E23;DRILL;Non-référencé;100% COTTON;ROUGE;150;20;1;20;0;1;1;2.59;1;0;NULL;NEANT;0
1;30/12/2022;30/12/2022;2;2;1;1787/LOI/2022;Non-référencé;F190650Z;1;2;NOLVO;E23;ECUME;B AZ14;99% CO 1% ELAS;CHARBON;153/156;20;1;20;0;1;1;4.3;2;0;NULL;NEANT;0
1;20/02/2023;20/02/2023;2;2;1;336/LOI/2023;222628;F192356Z;1;NULL;LOI 233;H23;FALTIMORA;28203P DK;55% CO 45% LIN;INDIGO;140/143;4.8;1;4.8;0;1;1;2.75;2;0;NULL;NEANT;0
1;23/03/2023;23/03/2023;2;2;1;Non-référencé;Non-référencé;Non-référencé;85;NULL;LOI 230;H23;GREEN PALM;Non-référencé;100% COTTON;GREEN;152;182;1;182;0;0;1;1.6;1;0;NULL;A SORTIR TOTALEMENT;0
1;13/05/2022;13/05/2022;2;2;1;Non-référencé;Non-référencé;Non-référencé;1;NULL;LOI  95;H22;HELMORAX;19-3911 OPT 2;100% COTTON;VERT OLIVE;160;260.5;1;260.5;0;1;1;3.05;2;0;NULL;NEANT;0
1;20/02/2023;20/02/2023;2;2;1;336/LOI/2023;222628;F192356Z;1;NULL;LOI 233;H23;FALTAMINE;AN84 V3;55% CO 45% LIN;TEAL/BNA;155/158;143.2;1;143.2;0;1;1;2.75;2;0;NULL;A SORTIR 0;0
1;07/03/2023;07/03/2023;2;2;1;Non-référencé;Non-référencé;018/2023;1;NULL;LOI 223;H23;FALTIMORA STONE;Non-référencé;55% CO 45% LIN;STONE WHITE;140/143;155.4;1;155.4;0;1;1;1.64;1;0;NULL;A SORTIR 0;0
1;07/04/2023;07/04/2023;2;2;1;090/LOI/2023;224447;F194269Z;1;2;HAROBA/HAROBAGA;H23;HABOND;B S325 R3 DRESS;100% COTTON;BLUE/BA;163/166;5410.9;1;5410.9;0;1;1;3.95;2;0;NULL;EMP : A10/A31;0
1;09/05/2023;08/05/2023;1;2;1;457/LOI/2023;225481;F195326Z;1;100;POMPINDETTE/PERLETTE;H23;HALAMANDAX;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;152/155;646.6;1;646.6;0;1;1;3.45;2;0;NULL;NEANT;0
1;21/02/2023;21/02/2023;2;2;1;094/LOI/2023;222663;F192396Z;1;2;LOMPYGNE;H23;HARIANA;B 2390R3 V3;100% COTTON;MARINE/SHEER PINK;151/154;270.7;1;270.7;0;1;1;3.4;2;0;NULL;EMP A10/A21;0
1;03/04/2023;28/03/2023;2;2;1;091/LOI/2023;223991;F193833Z;1;2;HISORA/HISORAGA;H23;HARLEDO;B BR25 R1;100% COTTON;MARRON/NAVY/BNA;150/153;2188.1;1;2188.1;0;1;1;3.75;2;0;NULL;EMP : A21;0
1;02/03/2023;02/03/2023;1;2;1;2664REVISE/LOI/2022;222860;F192603Z;1;100;LAELLIBIS MARINE;H23;LALESIA;O 28670R V1;100% COTTON ORG;NAVY BLAZE/BLANC;150/153;4.5;1;4.5;0;1;1;4.8;2;0;NULL;NEANT;0
1;20/10/2022;20/10/2022;1;2;1;1606/LOI/2022;218194;F188097Z;1;100;NASTOU;E23;LAMALONY;O BBCC V1;100% COTTON ORG;BLEU;163/166;202.2;1;202.2;0;1;1;4.35;2;0;NULL;NEANT;0
1;21/03/2023;21/03/2023;1;2;1;2664REVISE/LOI/2022;223648;F193476Z;1;100;LAELLEBIS BLEU;H23;LAMALONY;O BBCC V1 R48036;100% COTTON ORG;NAVY;163/166;1123.9;1;1123.9;0;1;1;4.4;2;0;NULL;A SORTIR 0;0
1;27/02/2023;27/02/2023;2;2;1;132/LOI/2023;222795;F192549Z;1;100;PASTELLE;H23;LASMINA;B 29229R 881;100% COTTON;GERANIUM;146/149;1069.4;1;1069.4;0;1;1;3.4;2;0;NULL;A SORTIR 0;0
1;28/03/2023;27/03/2023;2;2;1;387REVISE/LOI/2023;223899;F193770Z;1;100;PERRINE/PAOLINE/PALIE;H23;LASMINA;B 30468R;100% COTTON;ROSE CLAIR;146/149;3768.41;1;3768.41;0;1;1;3.4;2;0;NULL;A SORTIR 0;0
1;06/03/2023;06/03/2023;2;2;1;Non-référencé;1424903;Non-référencé;19;100;PATINE/PASTEL/PYGLOO/PITOUNETTE;H23;LIBERTY;CAPEL 036368504X;100% COTTON;JAUNE;136;482.1;1;482.1;0;1;1;10.95;1;0;NULL;NEANT;0
1;25/10/2022;25/10/2022;2;2;1;Non-référencé;Non-référencé;Non-référencé;19;100;ASS TOHANA;E23;LIBERTY;CIARA 036359369X;100% COTTON;MULTICO;136;498;1;498;100;1;1;10.35;1;0;NULL;NEANT;0
1;06/02/2023;06/02/2023;2;2;1;Non-référencé;1414186;Non-référencé;19;100;ASS TOHANA;H23;LIBERTY;DANJO GARDEN 036364556X;100% COTTON;PINK;136;542.7;1;542.7;0;1;1;10.4;1;0;NULL;NEANT;0
1;06/03/2023;06/03/2023;2;2;1;Non-référencé;1424903;Non-référencé;19;100;PARADISE/PRUDENCE;H23;LIBERTY;DANJO GARDEN PICADILLY 012268523X;100% COTTON;MULTICO;146;25;1;25;0;1;1;10.95;1;0;NULL;A SORTIR 0;0
1;06/02/2023;06/02/2023;2;2;1;Non-référencé;1414186;Non-référencé;19;100;ASS TOHANA;H23;LIBERTY;JUNES MEADOW 36364039X;100% COTTON;ROUGE;136;1440;1;1440;0;1;1;10.4;1;0;NULL;NEANT;0
1;06/02/2023;06/02/2023;2;2;1;Non-référencé;1421697;Non-référencé;19;100;PUCE/PASTEL/PONNI;H23;LIBERTY ;JUNES MEADOW 36368568X;100% COTTON;PINK;136;176.5;1;176.5;0;1;1;11.1;1;0;NULL;NEANT;0
1;08/02/2023;08/02/2023;2;2;1;Non-référencé;1422583;Non-référencé;19;100;PAULIN/PAMELLA/PENNYLANE/PAVLOVA;H23;LIBERTY;POPPY AND DAISY 036368570X;100% COTTON;MULTICO;136;146.7;1;146.7;0;1;1;10.55;1;0;NULL;NEANT;0
1;17/03/2023;17/03/2023;2;2;1;Non-référencé;1426121;Non-référencé;19;100;PASTELLE/PAICEY/PITOU/PATTY/POMPOMBIS;H23;LIBERTY;DANJO JAZZ PICADILLY 012259062X;100% COTTON;MULTICO;146;1919.5;1;1919.5;0;1;1;10.85;1;0;NULL;NEANT;0
1;06/02/2023;06/02/2023;2;2;1;Non-référencé;1421697;Non-référencé;19;100;ASS TOHANA;H23;LIBERTY;BETSY BERRY 036364552X;100% COTTON;MULTICO;136;288;1;288;0;1;1;10.4;1;0;NULL;NEANT;0
1;06/02/2023;06/02/2023;2;2;1;Non-référencé;1421697;Non-référencé;19;100;ASS TOHANA;H23;LIBERTY;VITA PICCADILLY 012264511X;100% COTTON;MULTICO;146;64.3;1;64.3;0;1;1;10.4;1;0;NULL;NEANT;0
1;04/11/2022;14/11/2022;2;2;1;Non-référencé;1411002;Non-référencé;19;100;NOILA/NOUCHOU/NARIANA/BLOUSE LIBERTY;E23;LIBERTY;MARGARET ANNIE 036368531X;100% COTTON;MULTICO;136;12.16;1;12.16;0;1;1;0;1;0;NULL;retour COUPE ;0
1;21/03/2023;21/03/2023;2;2;1;591/LOI/2023;13444;Non-référencé;48;NULL;LOI 228;H23;MATHILDA LINEN ;C19;80% VIS 20% LIN;LIGHT BLUE;135;57.8;1;57.8;0;1;1;5.65;1;0;NULL;A SORTIR 0;0
1;21/03/2023;21/03/2023;2;2;1;591/LOI/2023;13444;Non-référencé;48;NULL;LOI 228;H23;MATHILDA LINEN ;C23;80% VIS 20% LIN;NOIR;135;79.7;1;79.7;0;1;1;5.65;1;0;NULL;A SORTIR 0;0
1;21/03/2023;21/03/2023;2;2;1;591/LOI/2023;13444;Non-référencé;48;NULL;LOI 228;H23;MATHILDA LINEN ;C16;80% VIS 20% LIN;BEIGE;135;83;1;83;0;1;1;5.65;1;0;NULL;A SORTIR 0;0
1;08/12/2021;08/12/2021;2;2;1;Non-référencé;Non-référencé;Non-référencé;46;100;EDWIN REA;E23;ODILE;C427 W-1000;100% COTTON;BLANC;154;128.5;1;128.5;0;1;1;3.57;1;0;NULL;NEANT;0
1;29/12/2021;29/12/2021;2;2;1;Non-référencé;Non-référencé;Non-référencé;1;100;GIM/EDWIN REA/NORBERT REA;E23;ODMONCREW;C684 V-719;100% COTTON;BLEU;155;551.9;1;551.9;0;1;1;3.24;2;0;NULL;NEANT;0
