idfamilletissus;dateentree;datefacturation;idcategorietissus;idclassematierepremiere;idutilisationwms;numerobc;numerobl;numerofacture;idfournisseur;idclient;modele;saison;designation;reftissu;composition;couleur;laize;qtecommande;idunitemesurematierepremiere;qterecu;tauxecart;nbrouleau;nblot;prixunitaire;idunitemonetaire;resterecevoir;fret;commentaire;etat
1;11/09/2023;01/06/2023;2;2;1;1488/LOI/2023;1440077;200115407;19;100;CORA/COCOTTE/COROLE;E24;LIBERTY;TANA LAWN THERESA;100% COTTON;IMPRIME ORANGE FLUO/BLEU;136;1842;1;9.7;0;22;0;0;1;0;1239.66;retour INVENTAIRE surplus inpection;0
1;11/09/2023;15/07/2023;2;2;1;925/LOI/2023;228533;F198216Z;1;30;PL-68625;H23;LASMINA;B 13100 V2;100% CO;MULTICO/27741P CREAM;146/149;1966;1;-18.4;87.97;24;1;0;2;236.5;NULL;retour INVENTAIRE 23.2m manque apres inspection;0
1;11/09/2023;13/07/2023;2;2;1;1502/LOI/2023;228428;F198110Z;1;100;POLAINE-PORRIDGE PHILOMENE;E24;LASMINA;B 30750R;100% COTTON;ORANGE;146/149;1968;1;-26.3;104.3;14;2;0;2;0;NULL;retour INVENTAIRE 25.88m manque apres inspection;0
1;20/07/2023;12/05/2023;2;2;1;1002/LOI/2023;2763;23029777;41;100;PERSIE;H23;MIKADO IMP GRAND FLEUR;T128E;100%PES;IMP 1001 ROSE;152;2522;1;-6.65;79.2;45;1;0;1;524.4;NULL;retour INVENTAIRE 6.64m manque apres inspection;0
1;11/09/2023;11/08/2023;1;2;1;1708/LOI/2023;229565;F199250Z;1;100;BLONDIE;E24;YINA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;148/151;597;1;-12.95;58.4;6;2;0;2;248;NULL;retour INVENTAIRE 13.01m manque apres inspection;0
1;11/09/2023;01/06/2020;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E23;FALOGERO;E100 PCF-1113;100% COTTON;BLANC;146;881.9;1;73.85;0;1;1;0;1;0;NULL;retour INVENTAIRE tissu récuperé dans lobsolète transféré en current;0
1;11/09/2023;07/11/2022;2;1;1;2070/LOI/2022;218919;F188760Z;1;100;COMMUN;E23;LANINA;B 10000 DOUBLE BLANCHIMENT;100% COTTON;BLANC;150/153;2092;1;0.15;0;1;1;0;2;0;NULL;retour INVENTAIRE CHOIX A-B;0
1;11/09/2023;27/07/2021;3;1;1;Non-référencé;Non-référencé;Non-référencé;1;6;COMMUN;E22;LASMINA;Non-référencé;100% COTTON;SANS COLORIS;149;317.8;1;0.15;0;1;1;0;2;0;NULL;retour INVENTAIRE;0
1;11/09/2023;01/10/2019;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;TADEM;MOFLLI-H056R-47;41% MO 21% LI ...;FLUO ORANGE;160;978;1;-25;0;1;1;0;1;0;NULL;retour INVENTAIRE;0
1;11/09/2023;01/10/2019;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;TADEM;MOFLLI-H056R-55;52%CO 46%VIS 1%POLYESTER METAL 1%POLYAM;FLUO ROSE;170;723.3;1;45.65;0;1;1;0;1;0;NULL;retour INVENTAIRE 45m tissu obsolète ancien (ORCHESTRA);0
1;11/09/2023;01/10/2019;2;1;1;Non-référencé;Non-référencé;Non-référencé;46;NULL;COMMUN;E22;TITON;EBFFLI-H056R-55;78% CO 15% LIN 7% POLY;CARREAUX VERT;160;1008;1;-8;0;1;1;0;1;0;NULL;retour INVENTAIRE 8m sortie madame Voahangy;0
1;16/05/2023;15/05/2023;1;2;2;Non-referencé;Non-referencé;F195671Z;1;100;CALEBASSE;E24;APREECO;O CG45 R1;100% COTTON ORG;BLUE/BNA;164/165;5;1;5;0;1;1;5;2;0;NULL;COUPON;0
1;25/08/2023;24/08/2023;1;2;1;1828/LOI/2023;22939;F199670Z;1;100;CALEBASSE;E24;APREECO;G CG45 R1;100% COTTON ORG GOTS;BLEU/BNA;164/167;1801;1;-1657.2;93.7;17;3;0;2;112.3;NULL;retour RETOUR COTONA à RETRAITER;0
1;18/09/2023;15/09/2023;2;2;2;T00680;231051;F200680Z;1;93;856G/DlL et 8570/DI;E24;BEMINARAX;B D01353/V1 ;100% COTTON;CARREAU BLEU;149;26.6;1;26.6;100;1;1;5;2;0;NULL;ROULEAU;0
1;18/09/2023;15/09/2023;1;2;1;1828/LOI/2023;229768;F200589Z;1;100;CALEBASSE;E24;APREECO;G CG45 R1;100% COTTON ORG GOTS;BLEU/BNA;164/167;1657.2;1;1595.8;96.2;22;3;5.3;2;61.4;NULL;POIDS TOTAL 22Rolls=312.12kg;0
1;18/09/2023;15/09/2023;2;2;2;Non-référencé;230947;F200596Z;1;2;Non-référencé;H23;SIFAKA;B 29516 P;95% CO 5% LIN;BEIGE;159/162;4.3;1;4.3;100;0;0;5;2;0;NULL;KHURDAY- KONDAY;0
1;19/09/2023;18/09/2023;1;1;1;1831/LOI/2023;230931;F200646Z;1;100;GLOBAL;E24;LASMINA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;150/153;5000;1;2560.1;51.2;15;4;3;2;2439.9;NULL;NEANT  EMP E41/E42;0
1;19/09/2023;18/09/2023;2;2;1;1630/LOI/2023;230996;F200634Z;1;29;TWS 524731/TWS 524976;E24;HEATHER;B CN49 R2;100% COTTON;MULTICO/BA;169/172;1243;1;1397.3;112.4;10;1;3.45;2;0;NULL;NEANT;0
1;19/09/2023;18/09/2023;2;2;2;T00286;231041;F200670Z;1;2;CONDUIT;E24;GASKERA;B 13059 X1;100% COTTON;MULTICO/28253P ECRU;153/156;5.3;1;5.3;100;1;1;5;2;0;NULL;ROULEAU modèle MY FIRST DAY;0
1;19/09/2023;18/09/2023;1;2;1;1932/LOI/2023;230871;F200651Z;1;100;BOOMO;E24;APREECO ;G AT 91 V5;100% COTTON ORG GOTS;BLEU/BA;164/167;58;1;68;117.2;1;1;5.1;2;0;NULL;NEANT;0
1;19/09/2023;19/09/2023;4;2;1;non-referencé;16;0089/2023;85;29;TWS 524976/524731;E24;LOVEENA;NON REF;100% CO;BLANC;146;530;1;530;0;3;3;7000;3;0;NULL;CHECK LAIZE ;0
1;20/09/2023;18/09/2023;1;2;1;2062/LOI/2023;230564;F200650Z;1;100;PRISM REMIX;H23;APREECO;G AT91V2;100% COTTON ORG;BLEU/BA;165/167;235;1;233.5;99.3;3;3;5.1;2;1.5;NULL;233.50m pour le modèle CHARLINE;0
1;20/09/2023;19/09/2023;1;1;1;2054/LOI/2023;231076;F200723Z;1;100;CAROLINE;E24;APRECIA;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;156/159;1533;1;1584;100;8;1;4.82;2;0;NULL;1584m modèle BEGONIA-BEGONIABIS;0
1;20/09/2023;19/09/2023;1;1;1;2295/LOI/2023;231076;F200723Z;1;100;CAROLINE;E24;APRECIA;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;156/159;418;1;418.3;100;2;2;4.82;2;0;NULL;418.30m pour le modèle COQUILLAGE;0
1;21/09/2023;13/09/2023;2;2;1;2064/LOI/2023;Non-referencé;23G0300693;NULL;100;CONAN;E24;AIRO LINEN;HS-L101 DY395PD;100% LINEN;701 BLANC;132;884;1;918.1;103.8;8;2;5.55;2;0;NULL;POIDS TOTAL 8rolls=191.9kg 155Gsm;0
1;21/09/2023;20/09/2023;1;2;1;1727/LOI/2023;231114;F200771Z;1;100;BEAUTE;E24;LISTING;G AM 81 V5;100% COTTON ORG GOTS;BLEU/BA;159/162;368.2;1;260;70.6;2;1;4.13;2;108.2;NULL;POIDS TOTAL 2Rolls=42.6kg complement BEAUTE;0
1;21/09/2023;18/09/2023;1;2;1;2054/LOI/2023;231006;F200643Z;1;100;BEAUTE;E24;LISTING;G AM 81 V5;100% COTTON ORG GOTS;BLEU/BA;159/162;896;1;854.5;95.3;6;1;3.9;2;41.5;NULL;POIDS TOTAL 6Rolls=141.4kg modèle BEGONIABIS;0
1;21/09/2023;18/09/2023;2;2;1;1748R/LOI/2023;231007;F200644Z;1;31;CRUISE 2313;E24;LASMINA;B 13222 V1;100% COTTON;NAVY/BNA;146/149;197.4;1;250.5;126.8;4;1;3.1;2;0;NULL;POIDS TOTAL 4Rolls=35.6KG;0
1;21/09/2023;20/09/2023;2;2;2;T00672;231134;F200794Z;1;31;VERIF;E24;LASMINA;B 13240 V2;100% COTTON;31136P MARSHMALLO;146/149;13.5;1;13.5;100;1;1;5;2;0;NULL;NEANT;0
1;21/09/2023;07/09/2023;1;2;1;1827/LOI/2023;230659;F200274Z;1;100;BALLET ROSE;E24;LALESIA;G D01164 V26;100% COTTON ORG GOTS;ROSE MULTICO/BA;150/153;53.1;1;53.1;0;1;1;0;1;0;NULL;retour COUPE defaut tissu (retourné COTONA) lot 1/01A;0
1;22/09/2023;21/09/2023;2;2;2;POCL2303888;231177;F200832Z;1;2;DEDOUANER;E24;HAGETA;B 27991L;100% COTTON;MARINE;159/162;5;1;5;100;1;1;5;2;0;NULL;ROULEAU;0
1;22/09/2023;21/09/2023;2;2;2;T00093;231193;F200846Z;1;2;LOVISE;E24;RADJERMA;B 26061R;100% CO;HIGH RISK RED;148/151;5;1;5;100;1;1;5;2;0;NULL;COUPON;0
1;22/09/2023;21/09/2023;2;2;2;MAIL210923;231183;F200840Z;1;3;Antoinette - Edith - Josephine - Mystralia;E24;EZINOLAX;B 28253P;99%C 1%EL;ECRU;158/161;20;1;20;100;1;1;5;2;0;NULL;COUPONS;0
1;22/09/2023;21/09/2023;1;1;1;2120/LOI/2023;231145;F200804Z;1;NULL;COMMUN;H22;HIPPIA;10000 DOUBLE BLANCHISSEMENT;100% COTTON ORG;BLANC;157/160;1200;1;1182.4;98.5;11;1;4.2;2;17.6;NULL;MODELE ENJIBIS REA GLOBAL;0
1;22/09/2023;21/09/2023;2;1;1;1831/LOI/2023;231137;F200815Z;1;NULL;COMMUN;E22;LASMINA;B 10000 DOUBLE BLANCHIMENT;100% COTTON;BLANC;150/153;5000;1;3242.5;64.85;17;3;2.85;2;1757.5;NULL;EMP: E10/E20;0
1;22/09/2023;13/09/2023;2;3;1;non-referencé;non-referencé;PROF0392;94;32;ANNE;E24;SOKTAS;AVIGNON CARREAUX;100% COTTON;BLEU;146;1070;1;1070;0;12;1;7.55;1;0;NULL;COMPLEMENT;0
1;21/09/2023;21/09/2023;2;3;2;Non-referencé;Non-referencé;Non-referencé;NULL;28;SS24WBL 113/SS24WTR 103;E24;PAPER COTTON;0;100% COTTON;BLANC;145;36.7;1;36.7;100;1;1;0;1;0;NULL;COUPON sans papier;0
1;22/09/2023;09/08/2023;1;2;1;1626/LOI/2023;229418;F199104Z;1;100;CELINE;E24;APRECIA;G 30562R;100% COTTON ORG GOTS;TANGERINE;156/159;4758;1;4;104.7;43;3;0;1;0;NULL;retour COUPE ;0
1;22/09/2023;09/08/2023;1;2;1;1626/LOI/2023;229435;F199114Z;1;100;CELINE;E24;LASMINA ;G 30562R;100% COTTON ORG GOTS;TANGERINE;146/149;3135;1;4;94.8;16;3;0;1;162.1;NULL;retour COUPE ;0
1;25/09/2023;22/09/2023;1;2;2;1602 REVISED/LOI/2023;231234;F200890Z;1;100;CELESTINETTE;E24;RELADA;G 29728R;100% COTTON ORG GOTS;NEW ROSE PALE;148/151;7;1;7;100;1;1;5;2;0;NULL;Modèle CAPRI-CALANQUE Coupon, 2.10kg;0
1;25/09/2023;22/09/2023;2;2;2;2034/LOI/2023;231217;F200870Z;1;2;VERIF;E24;VACELA;F 23468P;100% TENCEL;BLEU;150/153;10.4;1;10.4;100;1;1;3.25;2;0;NULL;COUPONS 2.90KG Modèle EXCLUZ-EROCCA;0
1;25/09/2023;12/09/2023;2;3;1;Non-referencé;Non-referencé;24616;50;7;SL 3612;E24;CHAMBRAY;80/20 CH-23;80% CO 20% PL;CH-23 VERT;145;50;1;50;0;1;1;4.19;1;0;NULL;Tissu fournisseur TEJIDOS REBES;0
1;25/09/2023;12/09/2023;2;3;1;Non-referencé;Non-referencé;24616;50;7;SL 3630;E24;LALI ;5210410000;65% CO 35%PL;LIL 204 CARREAU BLEU;150;50;1;50;0;1;1;5.39;1;0;NULL;Tissu fournisseur TEJIDOS REBES;0
1;25/09/2023;12/09/2023;2;3;1;Non-referencé;Non-referencé;94977;54;7;SL3625-SL3626-SL3627;E24;CAMPARI EST;1593;100% COTTON;IMP/PRINTED 20 (RAYE ORANGE);148;100;1;100;0;2;1;4.6;1;0;NULL;Tissu fournisseur DIVERCHILDREN;0
1;25/09/2023;12/09/2023;2;3;1;Non-referencé;Non-referencé;94977;54;7;SL3625-SL3626-SL3627;E24;CAMPARI EST;4972;100% COTTON;IMP/PRINTED 16 (RAYE BLEU);148;50;1;50;0;1;1;4.6;1;0;NULL;Tissu  fournisseur DIVERCHILDREN;0
1;26/09/2023;25/09/2023;1;1;1;2431/LOI/2023;231319;F200965Z;1;100;CAROLINE;E24;APRECIA;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;156/159;272;1;272;100;3;2;4.82;2;0;NULL;272m POUR LE MODELE CALISTA-CLAUDETTE 51.2kg poids total;0
1;26/09/2023;25/09/2023;1;1;1;1626/LOI/2023;231319;F200965Z;1;100;CAROLINE;E24;APRECIA;O 10000 DOUBLE BLANCHIMENT;100% COTTON ORG;BLANC;156/159;95;1;96;101;1;1;4.82;2;0;NULL;96m POUR LE MODELE CHANSONETTE 17.8kg;0
1;26/09/2023;25/09/2023;2;2;1;2105/LOI/2023;231289;F200940Z;1;93;DF 23-80;H23;RITAN;B CL13 R1;100% COTTON;RED PLAID MULTICO/BNA;164/167;1000;1;1048.7;104.8;10;1;3.5;2;0;NULL;208.20m FACTURE F200941Z 3RLX 247.7KG Poids total ;0
1;26/09/2023;25/09/2023;2;2;2;T00499;231334;F200984Z;1;2;VERIF;E24;LATECKERAX;B 13239 V1;100% COTTON;BLUE/YELLOW/BA;150/153;10;1;10;100;1;1;5;2;0;NULL;COUPON 1.4KG;0
1;26/09/2023;25/09/2023;2;2;1;1571/LOI/2023;231293;F200942Z;1;3;MYSTRALIA - EDITH - JOSEPHINE;E24;EZINOLAX;B 29661R;99% COTTON 1%ELASTANE;LT BLUE;158/161;900;1;907.7;100.8;8;3;4.2;2;0;NULL;POIDS TOTAL 8RLX=173.4KG;0
1;19/09/2023;19/09/2023;2;2;2;Non-referencé;Non-referencé;Non-referencé;85;31;CRUISE 2306;E24;HELMORAX;1000;100% COTTON;BLANC;143;8;1;8;100;1;1;0;1;0;NULL;COUPON;0
1;14/08/2023;06/07/2023;2;2;1;1006R/LOI/2023;Non-referencé;B2305006;56;30;PLM-78537;E24;COTTON VOILE (CORPS);DYED AND EMB;100% COTTON;WHITE;85;105;1;105;105;80;1;0;2;0;2428.48;retour coupe;0
1;27/09/2023;26/09/2023;2;2;2;Non-referencé;230670;F201051Z;1;NULL;GLOBAL ILUXI;E24;VACELA;F 30187L;100% TENCEL;DEEP SEA CORAL;150/153;5;1;5;100;1;1;5;2;0;NULL;COUPON 1.30KG;0
1;27/09/2023;26/09/2023;2;2;1;2034/LOI/2023;231397;F201038Z;1;2;EROCCA-EXCLUZ;E24;VACELA;F 23468P;100% TENCEL;BLEU;150/153;4426.9;1;149.3;3.37;1;1;3.25;2;4277.6;NULL;1RLX=37.6KG;0
1;27/09/2023;25/09/2023;1;2;2;A00655;231341;F200988Z;1;100;CAMELIE/CASTILLE;H23;RELADA;O D01213;100% COTTON ORG;MULTICO/BA;148/151;10;1;10;100;1;1;5;2;0;NULL;3.10KG modèle CALISTA -CLAUDETTE,COUPON;0
1;27/09/2023;26/09/2023;1;1;1;1831/LOI/2023;231275;F201036Z;1;100;GLOBAL;E24;LASMINA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;150/153;2439.9;1;1262.2;51.7;11;2;3;2;1177.7;NULL;POIDS TOTAL 11rlx=167.3kg EMP E41/E42;0
1;27/09/2023;08/09/2023;2;3;1;Non-referencé;75486;78833;50;8;SUSAN#G2007;E24;MUSSOLA;36/008226/0016;80% PES 20% CO;JADE;145;355;1;355;0;2;1;3.46;1;0;NULL;POIDS TOTAL 2RLX 35.5KG;0
1;27/09/2023;08/09/2023;2;3;1;Non-referencé;75486;78833;50;8;G2019 VERT;E24;CUADROBICOLOR SEERSUCKER;36/008832/0004;98% PES 2% EA;VERDE;145;32;1;32;0;1;1;4.36;1;0;NULL;POIDS TOTAL 1RLX=6.5KG;0
1;27/09/2023;08/09/2023;2;3;1;75486;Non-referencé;78833;50;8;G2019 VIOLET;E24;CUADROBICOLOR SEERSUCKER;36/008832/0001;98% PES 2% EA;LILA carreau violet;145;34;1;34;0;1;1;4.36;1;0;NULL;POIDS TOTAL 1RLX=6.6KG;0
1;17/05/2023;17/05/2023;2;3;2;75486;Non-referencé;75486;50;8;VERIF;E24;CUADROBICOLOR SEERSUCKER;36/008832/0001;98% PES 2% EA;LILA carreau violet;145;10;1;10;0;1;1;4.36;1;0;NULL;ROULEAU;0
1;11/09/2023;08/09/2023;2;2;2;Non-referencé;230670;F200342Z;1;NULL;GLOBAL ILUXI;E24;VACELA;F 30187L;100% TENCEL;DEEP SEA CORAL;150/153;16;1;-1.4;0;1;1;0;2;0;NULL;retour MANQUE TISSU;0
1;27/09/2023;10/08/2023;2;2;2;Non-referencé;Non-referencé;Non-referencé;41;100;CHAMPAGNEBIS;E24;SATIN ;GU532 VP/R 102;100% PES;113 RAYURES BLANC ROSE;151;2;1;2;100;1;1;2;1;0;NULL;COUPON merch;0
1;28/09/2023;27/09/2023;2;2;2;1597/LOI/2023;227360;F197094Z;1;100;CADICHON;E24;LALESIA;B D01212V1;100% CO;BLEU MULTICO;150/153;10;1;10;100;1;1;5;2;0;NULL;COUPONS 1.6kg;0
1;10/10/2022;10/10/2022;2;2;1;Non-référencé;Non-référencé;Non-référencé;34;2;AJACYNTHE/ALOTUS/ATULIPE;E23;POLYCOTON ;Non-référencé;80% POLY 20% CO;ECRU;145;977.5;1;-459.3;0;1;1;0;2;0;NULL;retour INVENTAIRE;0
1;28/09/2023;28/09/2023;2;3;2;Non-referencé;Non-referencé;Non-referencé;19;100;CLARISSA -CABINE -CROQUET;E24;LIBERTY ;OLYMPIADE;100% COTTON;BLANC IMPRIME JAUNE FLUO;135;12.85;1;12.85;100;1;1;1;1;0;NULL;ROULEAU;0
1;28/09/2023;28/09/2023;2;3;2;Non-referencé;Non-referencé;Non-referencé;19;100;CORALYNE-CLEMENCE-CLOELIA-CECILIO-CALEDONIE-CALLEN;E24;LIBERTY;RAINBOW;100% COTTON;BLANC IMPRIME BLEU/ROSE;135;14;1;14;100;1;1;1;1;0;NULL;ROULEAU;0
1;18/07/2023;13/07/2023;2;2;1;1502/LOI/2023;228428;F198110Z;1;100;POLAINE-PORRIDGE PHILOMENE;E24;LASMINA;B 30750R;100% COTTON;ORANGE;146/149;1968;1;12.31;104.3;14;2;0;2;0;NULL;retour coupe ;0
1;29/09/2023;21/09/2023;2;3;1;Non-referencé;Non-referencé;PROF0398 ;94;32;ABRICOT 515;E24;LIBERTY ;TANA LAWN ORC LIBBY 015773503X;100% COTTON;FLEUR BLEU;133;340.1;1;340.1;0;5;1;11.6;1;0;NULL;POIDS TOTAL 5RLX=38.64KG;0
1;29/09/2023;21/09/2023;2;3;1;Non-referencé;Non-referencé;PROF0398 ;94;32;VICTOIRE 625B;E24;LIBERTY ;TANA LAWN ORC PEPPER 015773004Y;100% COTTON;PINK;133;330;1;330;0;4;1;11.6;1;0;NULL;POIDS TOTAL 4RLX=36.18KG;0
1;29/09/2023;21/09/2023;2;3;1;Non-referencé;Non-referencé;PROF0398;94;32;CARLIE 656;E24;LIBERTY ;PICADILLY AMELIA 01547302X;100% COTTON;MULTICO;142;307.9;1;307.9;0;12;1;11.7;1;0;NULL;POIDS TOTAL 12RLX=55.6KG;0
1;29/09/2023;20/09/2023;2;3;1;Non-référencé;Non-référencé;25579;50;7;VERIF;E24;CHAMBRAY;80/20 CH-23;80%  CO 20POL;COLORES LISOS BLEU;145;95;1;95;0;2;1;4.19;1;0;NULL;POIDS TOTAL 2RLX=20.88KG;0
1;29/09/2023;20/09/2023;2;3;1;Non-referencé;Non-referencé;25579;50;7;SL3614 - SL3615;E24;VOILE FLAMME;BCO VF000;100% ALG;BLANC;148;266.4;1;266.4;0;3;1;2.99;1;0;NULL;POIDS TOTAL 3RLX=45.52KG;0
1;29/09/2023;28/09/2023;1;1;1;2296/LOI/2023;231010;F201153Z;1;100;GLOBAL;E24;LASMINA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;150/153;1177.7;1;1800.7;152.8;8;3;3;2;0;NULL;NEANT EMP E41/E42;0
1;29/09/2023;28/09/2023;2;2;2;2547/LOI/2023;231499;F201156Z;1;30;VERIF;E24;EZINOLAX;B 30660R;99% COTTON 1%ELASTANE;IMPATIENTS PINK;158/161;6;1;5;83.3;1;1;5;2;0;NULL;COUPON;0
1;29/09/2023;28/09/2023;2;2;2;2547/LOI/2023;231499;F201156Z;1;30;DISPO;E24;HURBANE;B CB83 R2 CELADON;100% COTTON;CL/BNA;155/158;3;1;3;100;1;1;5;2;0;NULL;COUPON;0
1;29/09/2023;28/09/2023;1;2;2;2546/LOI/2023;231473;F201149Z;1;100;CAPUCETTE;E24;APRECIA;G 31028R;100% COTTON ORG GOTS;ROSE COUTURE;156/159;10;1;10;100;1;1;5;2;0;NULL;COUPON;0
1;29/09/2023;28/09/2023;1;2;2;2546/LOI/2023;231473;F201149Z;1;100;CALLAS;E24;APRECIA;G 30998R;100% COTTON ORG GOTS;BLEU PERVENCHE;156/159;10;1;6.5;65;1;1;5;2;3.5;NULL;ROULEAU;0
1;29/09/2023;21/09/2023;2;3;1;Non-referencé;Non-referencé;E/154.162;54;7;SL3625-SL3626-SL3627;E24;CAMPARI EST;5388;100% COTTON;IMP/PRINTED 16 (CARREAU BLEU);148;260;1;260;0;4;1;4.6;1;0;NULL;POIDS TOTAL 4RLX=51.46KG;0
1;29/09/2023;21/09/2023;2;3;1;Non-referencé;Non-referencé;E/154.162;54;7;SL3625-SL3626-SL3627;E24;CAMPARI EST;5388;100% COTTON;IMP/PRINTED 20 (CARREAU ORANGE);148;101;1;101;0;2;1;4.6;1;0;NULL;POIDS TOTAL 2RLX= 20.12KG;0
1;29/09/2023;23/09/2023;2;3;1;Non-referencé;577;23FC11LTC04;47;106;TY 30111/TY 37001;E24;COTTON WOVEN FABRIC;61092-T;100% COTTON ;CARREAU MULTICO;150;677.5;1;677.5;0;5;1;3.5;2;0;NULL;POIDS TOTAL 5RLX=105.82KG;0
1;02/10/2023;28/09/2023;1;2;1;1827/LOI/2023;231486;F201137Z;1;100;BALLET ROSE;E24;LALESIA;G D01164 V26;100% COTTON ORG GOTS;ROSE MULTICO/BA;150/153;2134.2;1;1121.2;52.5;13;1;4.7;2;1013;NULL;MODELE BLANDINE POIDS TOTAL 13RLX=173.96KG;0
1;02/10/2023;29/09/2023;2;2;1;1571/LOI/2023;231514;F2011Z;1;3;EDITH/JOSEPHINE/ANTOINNETTE;E24;EZINOLAX;B 30506R;99% CO 1% ELAS;BLUSH;158/161;1200;1;1239.6;103.3;12;3;4.2;2;0;NULL;POIDS TOTAL 12RLX=235.48KG;0
1;02/10/2023;28/09/2023;1;2;1;1898/LOI/2023;23161;F201117Z;1;100;CADICHON;E24;LALESIA;G D01212 V2;100% COTTON ORG GOTS;BLEU MULTI/BA;150/153;785;1;727.8;92.71;7;3;4.7;2;57.2;NULL;POIDS TOTAL 7RLX=118.08KG;0
1;02/10/2023;28/09/2023;1;2;1;1889/LOI/2023;231470;F201127Z;1;100;ELIE /EDWIN/NORBERT;E24;HIPSA;G 10000;100% COTTON ORG GOTS;DOUBLE BLANCHIMENT;148/151;1200;1;1263.5;105.2;12;2;3.8;2;0;NULL;POIDS TOTAL 12RLX=244.96KG;0
1;01/09/2023;31/08/2023;2;2;1;1748/LOI/2023;230284;F199954Z;1;31;CRUISE;E24;LASMINA;B 13220 V1;100% CO;CAPPUCCINO/BNA;146/149;847;1;-12;1;5;2;0;2;0;NULL;retour MANQUE APRES INSPECTION;0
1;02/10/2023;07/09/2023;1;2;1;1827/LOI/2023;230659;F200274Z;1;100;BALLET ROSE;E24;LALESIA;G D01164 V26;100% COTTON ORG GOTS;ROSE MULTICO/BA;150/153;6165;1;-53.1;65.38;39;1;0;1;2134.2;NULL;retour RETOUR COTONA défaut tissu;0
1;11/09/2023;08/09/2023;1;2;1;1727/LOI/2023;230220;F200316Z;1;100;CARMINA;E24;APREECO;G AT 91 R20;100% COTTON ORG;ROUGE/BNA;164/167;771;1;6.96;13.78;2;1;0;2;664.7;NULL;retour  surplus apres inspection;0
1;26/07/2023;13/07/2023;2;2;1;1557/LOI/2023;1445590;Non-referencé;19;100;CAJOU-CAMELIA;E24;LIBERTY ;ARROW 036373010X TANA LAWN;100% COTTON;MULTICO ROSE;136;704;1;24.6;100.1;15;1;0;1;1;479.59;retour  COUPE CAMELIA;0
1;16/08/2023;16/08/2023;2;2;2;Non-referencé;Non-referencé;DZB2308026;56;30;PLM 80412- PLM 80413;H23;COTTON DOUBLE LAYER GAUZE ;DZT-1930 P/D;100% COTTON;BLANC;61/62;9;1;1.4;0;1;1;0;2;0;NULL;retour  surplus tissu;0
1;03/10/2023;26/09/2023;2;2;1;2034/LOI/2023;231218;F201040Z;1;2;EROCCA-EXCLUZ;E24;VACELA;F 23468P;100% TENCEL;BLEU;150/153;4277.6;1;2313.3;0.5;28;12;3.25;2;1964.3;NULL;NULL;0
1;03/10/2023;26/09/2023;2;2;1;2034/LOI/2023;231219;F201041Z;1;2;EROCCA-EXCLUZ;E24;VACELA;F 23468P;100% TENCEL;BLEU;150/153;1964.3;1;950.5;0.48;10;3;3.25;2;1013.8;NULL;2E ARRIVAGE;0
1;03/10/2023;30/09/2023;2;1;1;1831/LOI/2023;231595;F201262Z;1;NULL;COMMUN;E22;LASMINA;B 10000 DOUBLE BLANCHIMENT;100% COTTON;BLANC;150/153;1757.5;1;802;80.89;10;2;2.9;2;955.5;NULL;EMP: E10/E20;0
1;12/09/2023;11/09/2023;2;2;1;1931/LOI/2023;230687;F200385Z;1;100;CALAMBRE;E24;LASMINA;B 30599R;100% COTTON;GERANIUM;146/149;2556;1;-40.7;100.1;13;2;0;2;0;NULL;retour  manque inspection ;0
1;04/10/2023;30/09/2023;2;2;1;1745/LOI/2023;231593;F201259Z;1;100;CALAMBRE;E24;LASMINA;B 30599R;100% COTTON;GERANIUM;146/149;215;1;215;100;2;2;3.35;2;0;NULL;COMPLEMENT CANELLE;0
1;04/10/2023;03/10/2023;2;2;2;T00686;231684;F201364Z;1;2;TKENMC-PINKMC;E24;WOSAMORE;X AJ65 V1X V28 ;50%C-46%VIS-1%POL MET-1%POL;BLANC  FLAME;161/164;10;1;10;100;1;1;5;2;0;NULL;COUPONS;0
1;04/10/2023;03/10/2023;2;2;2;231684;Non-referencé;F201364Z;1;2;LITTLE BEE CADUQUE-BB&CALAISON-BB;E24;HAZELMORA;B13304 V1;100% COTTON;MULTICO ECRU;153/156;10;1;10;100;1;1;5;2;0;NULL;COUPON;0
1;04/10/2023;03/10/2023;2;2;2;T00686;231684;F201364Z;1;2;HELIAN-HMARIUS-HORELE;E24;RUFIVA;BF 31094L;84%CO-16%VIS;TRELLIS;156/159;10;1;10;100;1;1;5;2;0;NULL;COUPON;0
